sound_path,sample_rate_hz,kind,pitch_floor,pitch_ceiling,pitch_time_step,from_time,to_time,period_floor,period_ceiling,maximum_period_factor,jitter_val,elapsed_seconds
testsoundmono.mp3,44100.0,local,75.0,500.0,0.01,0.0,0.0,0.0001,0.02,1.3,0.02721768951093052,0.025502
